Date,AQI Value,Main Pollutant,Site Name,Site ID,Source,20-year High (2000-2019),20-year Low (2000-2019),5-year Average (2015-2019),Date of 20-year High,Date of 20-year Low
2017-02-10,53,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,152,37,59.0,02/10/2014,02/10/2009
2017-02-11,45,Ozone,Mines Peak,08-019-0006,AQS,161,37,50.8,02/11/2007,02/11/2004
2017-02-12,45,Ozone,Mines Peak,08-019-0006,AQS,115,35,53.8,02/12/2012,02/12/2002
2017-02-13,59,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,95,32,54.4,02/13/2001,02/13/2009
2017-02-14,53,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,93,36,46.2,02/14/2007,02/14/2000
2017-02-15,49,Ozone,Aurora East,08-005-0006,AQS,158,38,47.8,02/15/2001,02/15/2006
2017-02-16,51,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,133,42,51.8,02/16/2001,02/16/2000
2017-02-17,57,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,157,32,49.6,02/17/2001,02/17/2004
2017-02-18,57,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,94,38,54.6,02/18/2001,02/18/2003
2017-02-19,55,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,104,32,60.6,02/19/2006,02/19/2004
2017-02-20,50,Ozone,Mines Peak,08-019-0006,AQS,84,34,54.6,02/20/2000,02/20/2010
2017-02-21,52,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,96,40,57.4,02/21/2018,02/21/2003
2017-02-22,45,Ozone,Aurora East,08-005-0006,AQS,128,39,67.2,02/22/2018,02/22/2012
2017-02-23,61,Ozone,"Fairplay, Colorado",08-093-0002,AQS,115,35,70.8,02/23/2018,02/23/2003
2017-02-24,68,PM2.5,DENVER - CAMP,08-031-0002,AQS,74,30,59.4,02/24/2005,02/24/2003
2017-02-25,48,PM2.5,Globeville,08-031-0028,AQS,66,28,52.4,02/25/2011,02/25/2003
2017-02-26,64,Ozone,Mines Peak,08-019-0006,AQS,99,33,63.6,02/26/2019,02/26/2002
2017-02-27,61,Ozone,Chatfield State Park,08-035-0004,AQS,79,37,60.4,02/27/2003,02/27/2000
2017-02-28,49,Ozone,Mines Peak,08-019-0006,AQS,105,42,62.0,02/28/2001,02/28/2007
2017-03-01,49,Ozone,"Fairplay, Colorado",08-093-0002,AQS,88,33,58.4,03/01/2015,03/01/2002
2017-03-02,51,Ozone,Mines Peak,08-019-0006,AQS,134,38,66.0,03/02/2015,03/02/2009
2017-03-03,55,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,64,44,55.2,03/03/2016,03/03/2005
2017-03-04,67,Ozone,Mines Peak,08-019-0006,AQS,130,44,62.6,03/04/2001,03/04/2007
2017-03-05,64,Ozone,Mines Peak,08-019-0006,AQS,95,39,70.8,03/05/2019,03/05/2008
2017-03-06,57,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,153,44,76.0,03/06/2019,03/06/2002
2017-03-07,48,Ozone,Chatfield State Park,08-035-0004,AQS,89,44,61.6,03/07/2019,03/07/2003
2017-03-08,45,Ozone,Mines Peak,08-019-0006,AQS,79,38,55.8,03/08/2019,03/08/2006
2017-03-09,45,Ozone,Mines Peak,08-019-0006,AQS,64,42,49.6,03/09/2008,03/09/2009
2017-03-10,63,PM2.5,DENVER - CAMP,08-031-0002,AQS,80,38,50.8,03/10/2013,03/10/2006
2017-03-11,67,PM2.5,DENVER - CAMP,08-031-0002,AQS,64,40,53.2,03/11/2012,03/11/2001
2017-03-12,50,Ozone,Mines Peak,08-019-0006,AQS,73,37,54.6,03/12/2001,03/12/2007
2017-03-13,49,Ozone,"Fairplay, Colorado",08-093-0002,AQS,64,38,50.0,03/13/2011,03/13/2002
2017-03-14,54,PM2.5,DENVER - CAMP,08-031-0002,AQS,64,41,54.6,03/14/2018,03/14/2002
2017-03-15,58,PM2.5,DENVER - CAMP,08-031-0002,AQS,84,34,52.6,03/15/2006,03/15/2000
2017-03-16,61,Ozone,Chatfield State Park,08-035-0004,AQS,64,43,55.2,03/16/2001,03/16/2004
2017-03-17,51,Ozone,Mines Peak,08-019-0006,AQS,107,30,54.0,03/17/2000,03/17/2003
2017-03-18,67,Ozone,ROCKY FLATS-N,08-059-0006,AQS,74,31,60.0,03/18/2016,03/18/2003
2017-03-19,67,Ozone,Aurora East,08-005-0006,AQS,93,27,62.4,03/19/2016,03/19/2006
2017-03-20,55,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,87,36,52.8,03/20/2003,03/20/2000
2017-03-21,76,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,73,40,54.0,03/21/2017,03/21/2000
2017-03-22,78,PM2.5,DENVER - CAMP,08-031-0002,AQS,107,42,53.4,03/22/2006,03/22/2005
2017-03-23,66,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,95,40,52.8,03/23/2006,03/23/2007
2017-03-24,58,Ozone,Mines Peak,08-019-0006,AQS,100,38,54.0,03/24/2010,03/24/2007
2017-03-25,61,Ozone,Mines Peak,08-019-0006,AQS,71,27,58.0,03/25/2013,03/25/2002
2017-03-26,51,Ozone,"Fairplay, Colorado",08-093-0002,AQS,93,41,53.8,03/26/2012,03/26/2009
2017-03-27,58,PM2.5,Globeville,08-031-0028,AQS,77,44,53.4,03/27/2001,03/27/2015
2017-03-28,45,Ozone,Mines Peak,08-019-0006,AQS,112,43,55.2,03/28/2007,03/28/2004
2017-03-29,49,Ozone,"Fairplay, Colorado",08-093-0002,AQS,74,35,49.2,03/29/2014,03/29/2019
2017-03-30,46,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,74,37,50.4,03/30/2014,03/30/2000
2017-03-31,39,Ozone,Mines Peak,08-019-0006,AQS,77,39,50.4,03/31/2004,03/31/2001
2017-04-01,45,Ozone,Mines Peak,08-019-0006,AQS,97,42,55.6,04/01/2004,04/01/2008
2017-04-02,54,Ozone,HIGHLAND RESERVOIR,08-005-0002,AQS,87,29,57.4,04/02/2014,04/02/2002
2017-04-03,54,Ozone,Aurora East,08-005-0006,AQS,108,44,66.6,04/03/2007,04/03/2001
2017-04-04,50,Ozone,"Fairplay, Colorado",08-093-0002,AQS,87,44,58.8,04/04/2010,04/04/2000
2017-04-05,58,Ozone,Aurora East,08-005-0006,AQS,77,42,63.0,04/05/2015,04/05/2003
2017-04-06,51,Ozone,HIGHLAND RESERVOIR,08-005-0002,AQS,126,32,56.6,04/06/2012,04/06/2007
2017-04-07,51,Ozone,Mines Peak,08-019-0006,AQS,87,40,58.0,04/07/2012,04/07/2008
2017-04-08,50,Ozone,Mines Peak,08-019-0006,AQS,80,40,57.8,04/08/2012,04/08/2002
2017-04-09,100,Ozone,Chatfield State Park,08-035-0004,AQS,100,41,60.0,04/09/2017,04/09/2004
2017-04-10,90,Ozone,Mines Peak,08-019-0006,AQS,112,36,63.6,04/10/2012,04/10/2019
2017-04-11,84,Ozone,Mines Peak,08-019-0006,AQS,84,43,68.2,04/11/2017,04/11/2001
2017-04-12,87,Ozone,Mines Peak,08-019-0006,AQS,105,37,59.8,04/12/2001,04/12/2007
2017-04-13,77,Ozone,Mines Peak,08-019-0006,AQS,133,39,56.4,04/13/2010,04/13/2014
2017-04-14,87,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,133,45,63.4,04/14/2010,04/14/2000
2017-04-15,74,Ozone,Kenosha Pass,08-093-0001,AQS,93,33,68.0,04/15/2015,04/15/2000
2017-04-16,84,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,93,47,62.2,04/16/2002,04/16/2016
2017-04-17,67,Ozone,Mines Peak,08-019-0006,AQS,112,45,78.0,04/17/2018,04/17/2003
2017-04-18,71,Ozone,Kenosha Pass,08-093-0001,AQS,119,41,74.6,04/18/2007,04/18/2009
2017-04-19,74,Ozone,Mines Peak,08-019-0006,AQS,112,36,68.0,04/19/2007,04/19/2002
2017-04-20,90,Ozone,Mines Peak,08-019-0006,AQS,105,40,73.8,04/20/2007,04/20/2011
2017-04-21,74,Ozone,"Fairplay, Colorado",08-093-0002,AQS,108,44,69.6,04/21/2016,04/21/2001
2017-04-22,140,Ozone,Mines Peak,08-019-0006,AQS,140,40,79.0,04/22/2017,04/22/2019
2017-04-23,133,Ozone,Mines Peak,08-019-0006,AQS,133,45,82.2,04/23/2017,04/23/2004
2017-04-24,90,Ozone,"Fairplay, Colorado",08-093-0002,AQS,90,39,72.0,04/24/2017,04/24/2005
2017-04-25,71,Ozone,"Fairplay, Colorado",08-093-0002,AQS,100,44,76.0,04/25/2014,04/25/2005
2017-04-26,48,Ozone,Mines Peak,08-019-0006,AQS,90,46,63.6,04/26/2018,04/26/2000
2017-04-27,77,Ozone,Kenosha Pass,08-093-0001,AQS,122,43,63.6,04/27/2012,04/27/2005
2017-04-28,77,Ozone,Kenosha Pass,08-093-0001,AQS,112,29,63.4,04/28/2012,04/28/2005
2017-04-29,58,Ozone,ROCKY FLATS-N,08-059-0006,AQS,84,24,58.4,04/29/2015,04/29/2004
2017-04-30,87,Ozone,Chatfield State Park,08-035-0004,AQS,87,42,70.4,04/30/2018,04/30/2010
2017-05-01,58,Ozone,"Fairplay, Colorado",08-093-0002,AQS,84,42,63.2,05/01/2018,05/01/2009
2017-05-02,48,Ozone,Mines Peak,08-019-0006,AQS,80,35,61.0,05/02/2012,05/02/2001
2017-05-03,67,Ozone,"Fairplay, Colorado",08-093-0002,AQS,105,36,73.0,05/03/2014,05/03/2001
2017-05-04,84,Ozone,ROCKY FLATS-N,08-059-0006,AQS,105,31,75.8,05/04/2000,05/04/2001
2017-05-05,80,Ozone,Chatfield State Park,08-035-0004,AQS,112,46,76.4,05/05/2000,05/05/2009
2017-05-06,58,Ozone,ROCKY FLATS-N,08-059-0006,AQS,93,45,70.0,05/06/2018,05/06/2007
2017-05-07,51,Ozone,Mines Peak,08-019-0006,AQS,137,38,67.4,05/07/2001,05/07/2000
2017-05-08,52,PM2.5,Globeville,08-031-0028,AQS,108,27,63.0,05/08/2011,05/08/2000
2017-05-09,54,Ozone,Mines Peak,08-019-0006,AQS,105,40,69.6,05/09/2010,05/09/2003
2017-05-10,50,Ozone,Kenosha Pass,08-093-0001,AQS,108,38,63.0,05/10/2011,05/10/2009
2017-05-11,67,Ozone,Chatfield State Park,08-035-0004,AQS,97,22,70.0,05/11/2007,05/11/2005
2017-05-12,77,Ozone,Mines Peak,08-019-0006,AQS,90,36,66.2,05/12/2006,05/12/2005
2017-05-13,80,Ozone,ROCKY FLATS-N,08-059-0006,AQS,108,27,67.2,05/13/2007,05/13/2004
2017-05-14,77,Ozone,ROCKY FLATS-N,08-059-0006,AQS,101,47,73.8,05/14/2012,05/14/2011
2017-05-15,84,Ozone,ROCKY FLATS-N,08-059-0006,AQS,112,38,70.4,05/15/2012,05/15/2003
2017-05-16,74,Ozone,Kenosha Pass,08-093-0001,AQS,140,43,68.2,05/16/2000,05/16/2001
2017-05-17,58,Ozone,Aurora East,08-005-0006,AQS,156,33,60.2,05/17/2006,05/17/2016
2017-05-18,84,Ozone,Kenosha Pass,08-093-0001,AQS,101,42,58.6,05/18/2014,05/18/2015
2017-05-19,58,Ozone,"Fairplay, Colorado",08-093-0002,AQS,105,37,61.6,05/19/2011,05/19/2003
2017-05-20,50,Ozone,Chatfield State Park,08-035-0004,AQS,90,40,62.0,05/20/2014,05/20/2003
2017-05-21,64,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,108,42,71.6,05/21/2002,05/21/2009
2017-05-22,64,Ozone,"Fairplay, Colorado",08-093-0002,AQS,112,43,69.4,05/22/2005,05/22/2000
2017-05-23,71,Ozone,"Fairplay, Colorado",08-093-0002,AQS,105,38,85.6,05/23/2015,05/23/2001
2017-05-24,50,Ozone,Aurora East,08-005-0006,AQS,115,41,79.8,05/24/2012,05/24/2002
2017-05-25,61,Ozone,Mines Peak,08-019-0006,AQS,150,37,82.2,05/25/2014,05/25/2004
2017-05-26,61,Ozone,Mines Peak,08-019-0006,AQS,112,44,70.0,05/26/2014,05/26/2000
2017-05-27,61,Ozone,"Fairplay, Colorado",08-093-0002,AQS,115,25,72.0,05/27/2012,05/27/2008
2017-05-28,61,Ozone,Chatfield State Park,08-035-0004,AQS,164,41,68.6,05/28/2003,05/28/2008
2017-05-29,61,Ozone,"Fairplay, Colorado",08-093-0002,AQS,115,37,68.6,05/29/2012,05/29/2005
2017-05-30,90,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,105,33,80.4,05/30/2010,05/30/2005
2017-05-31,93,Ozone,ROCKY FLATS-N,08-059-0006,AQS,129,54,71.8,05/31/2008,05/31/2016
2017-06-01,71,Ozone,Mines Peak,08-019-0006,AQS,112,51,72.0,06/01/2006,06/01/2015
2017-06-02,71,Ozone,Mines Peak,08-019-0006,AQS,122,46,86.0,06/02/2006,06/02/2009
2017-06-03,90,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,119,44,79.8,06/03/2014,06/03/2010
2017-06-04,108,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,136,30,89.4,06/04/2006,06/04/2001
2017-06-05,67,Ozone,HIGHLAND RESERVOIR,08-005-0002,AQS,136,44,80.0,06/05/2004,06/05/2010
2017-06-06,100,Ozone,HIGHLAND RESERVOIR,08-005-0002,AQS,154,50,99.8,06/06/2018,06/06/2009
2017-06-07,112,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,147,47,79.4,06/07/2011,06/07/2009
2017-06-08,112,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,156,37,90.4,06/08/2002,06/08/2009
2017-06-09,87,Ozone,WELCH,08-059-0005,AQS,156,44,89.2,06/09/2002,06/09/2003
2017-06-10,61,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,122,33,66.6,06/10/2006,06/10/2005
2017-06-11,77,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,174,39,85.2,06/11/2018,06/11/2009
2017-06-12,64,Ozone,ROCKY FLATS-N,08-059-0006,AQS,151,38,84.6,06/12/2018,06/12/2010
2017-06-13,84,Ozone,HIGHLAND RESERVOIR,08-005-0002,AQS,151,41,89.2,06/13/2018,06/13/2001
2017-06-14,80,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,129,42,74.2,06/14/2002,06/14/2001
2017-06-15,108,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,133,37,86.4,06/15/2007,06/15/2000
2017-06-16,67,Ozone,Chatfield State Park,08-035-0004,AQS,151,36,88.8,06/16/2016,06/16/2000
2017-06-17,47,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,154,43,84.2,06/17/2016,06/17/2018
2017-06-18,90,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,151,32,87.6,06/18/2005,06/18/2004
2017-06-19,90,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,172,47,94.6,06/19/2006,06/19/2004
2017-06-20,58,Ozone,HIGHLAND RESERVOIR,08-005-0002,AQS,143,47,86.4,06/20/2012,06/20/2009
2017-06-21,80,Ozone,Chatfield State Park,08-035-0004,AQS,169,44,97.6,06/21/2015,06/21/2004
2017-06-22,61,Ozone,Mines Peak,08-019-0006,AQS,190,51,73.0,06/22/2012,06/22/2014
2017-06-23,71,Ozone,Mines Peak,08-019-0006,AQS,164,44,94.2,06/23/2015,06/23/2019
2017-06-24,101,Ozone,Chatfield State Park,08-035-0004,AQS,197,26,85.8,06/24/2011,06/24/2003
2017-06-25,77,Ozone,Chatfield State Park,08-035-0004,AQS,136,46,90.6,06/25/2015,06/25/2004
2017-06-26,101,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,129,41,93.6,06/26/2002,06/26/2000
2017-06-27,77,Ozone,Chatfield State Park,08-035-0004,AQS,151,49,100.4,06/27/2013,06/27/2004
2017-06-28,84,Ozone,Chatfield State Park,08-035-0004,AQS,161,44,94.0,06/28/2010,06/28/2000
2017-06-29,80,Ozone,Chatfield State Park,08-035-0004,AQS,159,54,90.8,06/29/2002,06/29/2000
2017-06-30,112,Ozone,"Fairplay, Colorado",08-093-0002,AQS,161,49,80.0,06/30/2007,06/30/2004
2017-07-01,115,Ozone,ROCKY FLATS-N,08-059-0006,AQS,172,51,82.0,07/01/2002,07/01/2019
2017-07-02,112,Ozone,ROCKY FLATS-N,08-059-0006,AQS,166,61,88.0,07/02/2007,07/02/2009
2017-07-03,97,Ozone,Aurora East,08-005-0006,AQS,151,50,91.6,07/03/2007,07/03/2004
2017-07-04,87,Ozone,HIGHLAND RESERVOIR,08-005-0002,AQS,177,51,88.0,07/04/2012,07/04/2009
2017-07-05,119,Ozone,Chatfield State Park,08-035-0004,AQS,159,58,81.0,07/05/2001,07/05/2015
2017-07-06,119,Ozone,HIGHLAND RESERVOIR,08-005-0002,AQS,156,58,98.4,07/06/2018,07/06/2010
2017-07-07,126,Ozone,Chatfield State Park,08-035-0004,AQS,146,54,116.2,07/07/2015,07/07/2008
2017-07-08,112,Ozone,Chatfield State Park,08-035-0004,AQS,151,45,86.4,07/08/2003,07/08/2006
2017-07-09,84,Ozone,HIGHLAND RESERVOIR,08-005-0002,AQS,182,51,85.6,07/09/2007,07/09/2006
2017-07-10,112,Ozone,Aurora East,08-005-0006,AQS,174,51,96.6,07/10/2008,07/10/2015
2017-07-11,105,Ozone,WELCH,08-059-0005,AQS,215,48,90.8,07/11/2003,07/11/2015
2017-07-12,61,Ozone,Aurora East,08-005-0006,AQS,210,49,81.2,07/12/2003,07/12/2015
2017-07-13,105,Ozone,ROCKY FLATS-N,08-059-0006,AQS,166,43,94.4,07/13/2006,07/13/2015
2017-07-14,112,Ozone,ROCKY FLATS-N,08-059-0006,AQS,164,48,98.0,07/14/2006,07/14/2015
2017-07-15,67,Ozone,WELCH,08-059-0005,AQS,161,46,75.4,07/15/2006,07/15/2001
2017-07-16,101,Ozone,WELCH,08-059-0005,AQS,159,49,106.4,07/16/2011,07/16/2004
2017-07-17,101,Ozone,Chatfield State Park,08-035-0004,AQS,174,61,99.2,07/17/2003,07/17/2000
2017-07-18,100,Ozone,Chatfield State Park,08-035-0004,AQS,174,64,98.2,07/18/2003,07/18/2014
2017-07-19,87,Ozone,ROCKY FLATS-N,08-059-0006,AQS,166,74,105.4,07/19/2002,07/19/2001
2017-07-20,115,Ozone,Chatfield State Park,08-035-0004,AQS,166,51,82.8,07/20/2002,07/20/2019
2017-07-21,97,Ozone,ROCKY FLATS-N,08-059-0006,AQS,147,50,89.8,07/21/2005,07/21/2015
2017-07-22,108,Ozone,HIGHLAND RESERVOIR,08-005-0002,AQS,169,48,98.8,07/22/2003,07/22/2004
2017-07-23,122,Ozone,ROCKY FLATS-N,08-059-0006,AQS,150,40,86.2,07/23/2003,07/23/2004
2017-07-24,126,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,143,28,98.2,07/24/2011,07/24/2004
2017-07-25,58,Ozone,Mines Peak,08-019-0006,AQS,164,58,89.2,07/25/2007,07/25/2017
2017-07-26,101,Ozone,Chatfield State Park,08-035-0004,AQS,179,31,82.0,07/26/2003,07/26/2005
2017-07-27,136,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,156,58,104.2,07/27/2016,07/27/2004
2017-07-28,87,Ozone,Chatfield State Park,08-035-0004,AQS,159,54,81.4,07/28/2000,07/28/2019
2017-07-29,58,Ozone,Mines Peak,08-019-0006,AQS,177,45,88.2,07/29/2006,07/29/2009
2017-07-30,87,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,190,43,105.4,07/30/2007,07/30/2009
2017-07-31,97,Ozone,Chatfield State Park,08-035-0004,AQS,179,50,104.0,07/31/2007,07/31/2009
2017-08-01,97,Ozone,Chatfield State Park,08-035-0004,AQS,150,41,110.0,08/01/2007,08/01/2002
2017-08-02,93,Ozone,Chatfield State Park,08-035-0004,AQS,174,50,107.6,08/02/2003,08/02/2001
2017-08-03,66,PM2.5,La Casa,08-031-0026,AQS,140,49,87.0,08/03/2001,08/03/2015
2017-08-04,84,Ozone,HIGHLAND RESERVOIR,08-005-0002,AQS,161,36,74.8,08/04/2001,08/04/2005
2017-08-05,101,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,150,46,79.2,08/05/2009,08/05/2006
2017-08-06,63,PM2.5,DENVER - CAMP,08-031-0002,AQS,126,47,78.0,08/06/2003,08/06/2009
2017-08-07,53,PM2.5,DENVER - CAMP,08-031-0002,AQS,154,43,106.4,08/07/2019,08/07/2017
2017-08-08,58,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,179,53,83.4,08/08/2012,08/08/2017
2017-08-09,93,Ozone,Chatfield State Park,08-035-0004,AQS,182,49,93.0,08/09/2012,08/09/2001
2017-08-10,61,Ozone,Chatfield State Park,08-035-0004,AQS,140,51,80.6,08/10/2018,08/10/2010
2017-08-11,97,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,136,50,85.8,08/11/2003,08/11/2019
2017-08-12,61,Ozone,Chatfield State Park,08-035-0004,AQS,169,44,92.4,08/12/2007,08/12/2002
2017-08-13,61,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,151,33,91.8,08/13/2018,08/13/2005
2017-08-14,67,Ozone,Aurora East,08-005-0006,AQS,179,40,87.2,08/14/2007,08/14/2005
2017-08-15,64,Ozone,Chatfield State Park,08-035-0004,AQS,151,36,81.6,08/15/2007,08/15/2008
2017-08-16,84,Ozone,Chatfield State Park,08-035-0004,AQS,159,45,113.2,08/16/2003,08/16/2005
2017-08-17,90,Ozone,Aurora East,08-005-0006,AQS,151,46,87.2,08/17/2013,08/17/2000
2017-08-18,122,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,122,47,94.4,08/18/2017,08/18/2005
2017-08-19,61,Ozone,Aurora East,08-005-0006,AQS,143,44,77.2,08/19/2003,08/19/2005
2017-08-20,74,Ozone,Chatfield State Park,08-035-0004,AQS,161,47,99.4,08/20/2003,08/20/2001
2017-08-21,77,Ozone,ROCKY FLATS-N,08-059-0006,AQS,200,45,98.6,08/21/2007,08/21/2004
2017-08-22,112,Ozone,ROCKY FLATS-N,08-059-0006,AQS,201,44,88.6,08/22/2007,08/22/2002
2017-08-23,77,Ozone,Chatfield State Park,08-035-0004,AQS,126,43,81.4,08/23/2009,08/23/2004
2017-08-24,60,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,161,42,89.4,08/24/2007,08/24/2004
2017-08-25,90,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,174,44,83.2,08/25/2007,08/25/2009
2017-08-26,84,Ozone,Chatfield State Park,08-035-0004,AQS,122,45,80.2,08/26/2010,08/26/2014
2017-08-27,101,Ozone,Chatfield State Park,08-035-0004,AQS,133,37,73.2,08/27/2011,08/27/2004
2017-08-28,108,Ozone,Chatfield State Park,08-035-0004,AQS,119,44,78.8,08/28/2011,08/28/2014
2017-08-29,112,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,151,44,78.8,08/29/2013,08/29/2014
2017-08-30,97,Ozone,Chatfield State Park,08-035-0004,AQS,156,36,80.6,08/30/2007,08/30/2003
2017-08-31,71,Ozone,ROCKY FLATS-N,08-059-0006,AQS,122,44,68.0,08/31/2007,08/31/2014
2017-09-01,74,Ozone,Chatfield State Park,08-035-0004,AQS,129,44,70.4,09/01/2009,09/01/2000
2017-09-02,119,Ozone,NATIONAL RENEWABLE ENERGY LABS - NREL,08-059-0011,AQS,129,31,74.4,09/02/2007,09/02/2006
2017-09-03,80,Ozone,Chatfield State Park,08-035-0004,AQS,164,34,67.2,09/03/2007,09/03/2000
2017-09-04,156,PM2.5,Chatfield State Park,08-035-0004,AQS,155,44,86.2,09/04/2017,09/04/2004
2017-09-05,111,PM2.5,"Fairplay, Colorado",08-093-0002,AQS,174,40,71.4,09/05/2006,09/05/2014
2017-09-06,115,Ozone,ROCKY FLATS-N,08-059-0006,AQS,126,40,64.8,09/06/2007,09/06/2001
2017-09-07,101,Ozone,Chatfield State Park,08-035-0004,AQS,140,38,73.8,09/07/2007,09/07/2003
2017-09-08,93,Ozone,HIGHLAND RESERVOIR,08-005-0002,AQS,136,30,83.6,09/08/2013,09/08/2001
2017-09-09,74,Ozone,Aurora East,08-005-0006,AQS,126,28,75.2,09/09/2012,09/09/2002
2017-09-10,80,Ozone,Aurora East,08-005-0006,AQS,151,42,84.0,09/10/2007,09/10/2002
2017-09-11,84,Ozone,Aurora East,08-005-0006,AQS,126,40,67.8,09/11/2007,09/11/2008
2017-09-12,105,Ozone,ROCKY FLATS-N,08-059-0006,AQS,140,37,72.6,09/12/2007,09/12/2002
2017-09-13,74,Ozone,Aurora East,08-005-0006,AQS,87,38,65.4,09/13/2019,09/13/2003
2017-09-14,49,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,97,40,60.2,09/14/2006,09/14/2011
2017-09-15,87,Ozone,ROCKY FLATS-N,08-059-0006,AQS,97,40,68.2,09/15/2019,09/15/2001
2017-09-16,77,Ozone,Kenosha Pass,08-093-0001,AQS,112,44,62.4,09/16/2008,09/16/2007
2017-09-17,58,PM2.5,DENVER - CAMP,08-031-0002,AQS,97,38,54.0,09/17/2010,09/17/2001
2017-09-18,77,Ozone,ROCKY FLATS-N,08-059-0006,AQS,100,36,62.2,09/18/2009,09/18/2003
2017-09-19,84,Ozone,Mines Peak,08-019-0006,AQS,108,35,70.2,09/19/2014,09/19/2002
2017-09-20,71,Ozone,ROCKY FLATS-N,08-059-0006,AQS,97,31,67.4,09/20/2015,09/20/2000
2017-09-21,67,Ozone,ROCKY FLATS-N,08-059-0006,AQS,93,36,65.8,09/21/2018,09/21/2005
2017-09-22,47,Ozone,ROCKY FLATS-N,08-059-0006,AQS,97,24,58.4,09/22/2012,09/22/2000
2017-09-23,47,PM2.5,DENVER - CAMP,08-031-0002,AQS,105,11,60.6,09/23/2008,09/23/2000
2017-09-24,48,Ozone,Mines Peak,08-019-0006,AQS,100,35,51.6,09/24/2013,09/24/2004
2017-09-25,47,Ozone,Mines Peak,08-019-0006,AQS,105,37,60.0,09/25/2007,09/25/2000
2017-09-26,59,PM2.5,I-25,08-031-0027,AQS,129,43,63.4,09/26/2014,09/26/2003
2017-09-27,60,PM2.5,La Casa,08-031-0026,AQS,97,35,57.0,09/27/2010,09/27/2006
2017-09-28,40,Ozone,Mines Peak,08-019-0006,AQS,71,31,51.2,09/28/2001,09/28/2002
2017-09-29,64,PM2.5,DENVER - CAMP,08-031-0002,AQS,80,35,56.0,09/29/2008,09/29/2000
2017-09-30,53,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,119,33,48.2,09/30/2007,09/30/2004
2017-10-01,58,Ozone,Mines Peak,08-019-0006,AQS,93,31,55.2,10/01/2010,10/01/2003
2017-10-02,51,Ozone,Mines Peak,08-019-0006,AQS,93,35,57.4,10/02/2007,10/02/2002
2017-10-03,54,Ozone,Mines Peak,08-019-0006,AQS,93,39,58.4,10/03/2007,10/03/2006
2017-10-04,62,PM2.5,Tri County Health Dept. Bldg.,08-001-0008,AQS,77,33,54.4,10/04/2007,10/04/2006
